,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.5894833948339483,0.5894833948339483,0.4153444236747322,0.629579810355053,0.5894833948339483,0.38305855397807176,0.5894833948339483,0.5894833948339483,0.37410208497107195,0.5792385003947851
