,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.9972324723247232,0.9972324723247232,0.9921946740128558,0.997470088337247,0.9972324723247232,0.9855699855699857,0.9972324723247232,0.9972324723247232,0.9880765259415647,0.9971752731210541
