epoch;accuracy;f1_beta_macro;f1_beta_micro;f1_macro;f1_micro;fn;fp;learning_rate;loss;precision;recall;tn;tp;val_accuracy;val_f1_beta_macro;val_f1_beta_micro;val_f1_macro;val_f1_micro;val_fn;val_fp;val_loss;val_precision;val_recall;val_tn;val_tp
0;0.15856638550758362;0.04951135441660881;0.15856634080410004;0.04951135441660881;0.15856634080410004;7351.0;13.0;0.0010000000474974513;2.9087698459625244;0.5357142686843872;0.0020363833755254745;235699.0;15.0;0.06914640218019485;0.013005156069993973;0.06914635002613068;0.013005156069993973;0.06914635002613068;1994.0;1089.0;8.251883506774902;0.08640939742326736;0.049117788672447205;66015.0;103.0
1;0.238935649394989;0.10907991230487823;0.23893560469150543;0.10907991230487823;0.23893560469150543;7330.0;15.0;0.0010000000474974513;2.6600708961486816;0.7058823704719543;0.004887320101261139;235697.0;36.0;0.2947067320346832;0.12321787327528;0.29470667243003845;0.12321787327528;0.29470667243003845;1990.0;0.0;2.4232914447784424;1.0;0.05102527514100075;67104.0;107.0
2;0.3639695942401886;0.19730918109416962;0.3639695644378662;0.19730918109416962;0.3639695644378662;7102.0;8.0;0.0010000000474974513;2.3972671031951904;0.970588207244873;0.03584034740924835;235704.0;264.0;0.3509775996208191;0.1494734138250351;0.3509775400161743;0.1494734138250351;0.3509775400161743;1714.0;166.0;2.1857826709747314;0.6976320743560791;0.182641863822937;66938.0;383.0
3;0.49036112427711487;0.2916586399078369;0.4903610646724701;0.2916586399078369;0.4903610646724701;6276.0;6.0;0.0010000000474974513;2.0900630950927734;0.9945255517959595;0.14797718822956085;235706.0;1090.0;0.4301382899284363;0.22001895308494568;0.4301382005214691;0.22001895308494568;0.4301382005214691;1612.0;133.0;1.8576186895370483;0.7847896218299866;0.2312827855348587;66971.0;485.0
4;0.5767037868499756;0.3580303192138672;0.5767037272453308;0.3580303192138672;0.5767037272453308;5542.0;8.0;0.0010000000474974513;1.8194835186004639;0.9956331849098206;0.2476242184638977;235704.0;1824.0;0.6418693661689758;0.40367674827575684;0.641869306564331;0.40367674827575684;0.641869306564331;1282.0;1.0;1.4356578588485718;0.998774528503418;0.38865044713020325;67103.0;815.0
5;0.6386098265647888;0.3988955616950989;0.638609766960144;0.3988955616950989;0.638609766960144;4801.0;1.0;0.0010000000474974513;1.57422935962677;0.9996103048324585;0.3482215702533722;235711.0;2565.0;0.7124463319778442;0.4641191363334656;0.7124463319778442;0.4641191363334656;0.7124463319778442;1147.0;0.0;1.2024924755096436;1.0;0.45302814245224;67104.0;950.0
6;0.6906054615974426;0.44145798683166504;0.6906054019927979;0.44145798683166504;0.6906054019927979;4121.0;1.0;0.0010000000474974513;1.3490777015686035;0.999691903591156;0.44053760170936584;235711.0;3245.0;0.7548879384994507;0.5146283507347107;0.7548878788948059;0.5146283507347107;0.7548878788948059;818.0;1.0;0.9801907539367676;0.999218761920929;0.6099189519882202;67103.0;1279.0
7;0.7396144270896912;0.4904956817626953;0.7396143674850464;0.4904956817626953;0.7396143674850464;3390.0;2.0;0.0010000000474974513;1.145275354385376;0.9994972348213196;0.5397773385047913;235710.0;3976.0;0.8354792594909668;0.6075590252876282;0.835479199886322;0.6075590252876282;0.835479199886322;678.0;4.0;0.7836947441101074;0.9971890449523926;0.6766809821128845;67100.0;1419.0
8;0.7921531200408936;0.5553985238075256;0.7921530604362488;0.5553985238075256;0.7921530604362488;2772.0;4.0;0.0010000000474974513;0.9632769823074341;0.9991300702095032;0.6236763596534729;235708.0;4594.0;0.7849308252334595;0.5287626385688782;0.7849307656288147;0.5287626385688782;0.7849307656288147;724.0;0.0;0.8543656468391418;1.0;0.6547448635101318;67104.0;1373.0
9;0.8376323580741882;0.6083012223243713;0.8376322984695435;0.6083012223243713;0.8376322984695435;2370.0;3.0;0.0010000000474974513;0.8028139472007751;0.9993999004364014;0.6782514452934265;235709.0;4996.0;0.8888888955116272;0.6581463813781738;0.8888888359069824;0.6581463813781738;0.8888888359069824;481.0;1.0;0.5307766795158386;0.9993815422058105;0.7706246972084045;67103.0;1616.0
10;0.866549015045166;0.6482903361320496;0.8665489554405212;0.6482903361320496;0.8665489554405212;2021.0;2.0;0.0010000000474974513;0.6850371360778809;0.9996259808540344;0.7256312966346741;235710.0;5345.0;0.9318073391914368;0.7421206831932068;0.931807279586792;0.7421206831932068;0.931807279586792;361.0;0.0;0.3643316328525543;1.0;0.8278493285179138;67104.0;1736.0
