,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.9990774907749077,0.9990774907749077,0.9979797979797981,0.9991389913899138,0.9990774907749077,0.9956709956709958,0.9990774907749077,0.9990774907749077,0.9966240655895829,0.9990579149823329
