epoch,accuracy,f1_beta_macro,f1_beta_micro,f1_macro,f1_micro,fn,fp,loss,precision,recall,tn,tp
0,0.9990774989128113,0.9973857998847961,0.9990774393081665,0.9973857998847961,0.9990774393081665,3.0,0.0,0.0042114295065402985,1.0,0.9972324967384338,34688.0,1081.0
