,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.9990774907749077,0.9990774907749077,0.999438832772166,0.9990945742790761,0.9990774907749077,0.9956709956709958,0.9990774907749077,0.9990774907749077,0.9973857917783153,0.9990463204416371
