epoch,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.9972324723247232,0.9972324723247232,0.994663809815325,0.9973949209189062,0.9972324723247232,0.9855699855699857,0.9972324723247232,0.9972324723247232,0.9893882163826206,0.9971553073532707
