epoch,accuracy,f1_beta_macro,f1_beta_micro,f1_macro,f1_micro,fn,fp,loss,precision,recall,tn,tp
0,0.9972324967384338,0.9893882274627686,0.9972324371337891,0.9893882274627686,0.9972324371337891,3.0,0.0,0.005292705725878477,1.0,0.9972324967384338,34688.0,1081.0
