epoch;accuracy;f1_beta_macro;f1_beta_micro;f1_macro;f1_micro;fn;fp;learning_rate;loss;precision;recall;tn;tp;val_accuracy;val_f1_beta_macro;val_f1_beta_micro;val_f1_macro;val_f1_micro;val_fn;val_fp;val_loss;val_precision;val_recall;val_tn;val_tp
10;0.9993212223052979;0.9986070394515991;0.9993211627006531;0.9986070394515991;0.9993211627006531;20.0;0.0;0.0010000000474974513;0.016457170248031616;1.0;0.9972848296165466;235712.0;7346.0;0.995708167552948;0.9890115857124329;0.9957081079483032;0.9890115857124329;0.9957081079483032;10.0;3.0;0.012857113033533096;0.998564600944519;0.9952312707901001;67101.0;2087.0
11;0.9998642206192017;0.9995880126953125;0.9998641610145569;0.9995880126953125;0.9998641610145569;8.0;0.0;0.0010000000474974513;0.012470762245357037;1.0;0.9989139437675476;235712.0;7358.0;0.998092532157898;0.9951328039169312;0.9980924725532532;0.9951328039169312;0.9980924725532532;6.0;1.0;0.00723213329911232;0.9995219707489014;0.9971387982368469;67103.0;2091.0
12;0.9998642206192017;0.9997006058692932;0.9998641610145569;0.9997006058692932;0.9998641610145569;14.0;0.0;0.0010000000474974513;0.012439070269465446;1.0;0.9980993866920471;235712.0;7352.0;0.9961850047111511;0.9899187088012695;0.9961849451065063;0.9899187088012695;0.9961849451065063;10.0;5.0;0.011644718237221241;0.9976099133491516;0.9952312707901001;67099.0;2087.0
13;1.0;1.0;1.0;1.0;1.0;5.0;0.0;0.0010000000474974513;0.010230863466858864;1.0;0.9993212223052979;235712.0;7361.0;0.998092532157898;0.9950124621391296;0.9980924725532532;0.9950124621391296;0.9980924725532532;8.0;1.0;0.009516354650259018;0.9995215535163879;0.9961850047111511;67103.0;2089.0
14;0.9998642206192017;0.9995476603507996;0.9998641610145569;0.9995476603507996;0.9998641610145569;5.0;0.0;0.0010000000474974513;0.008779666386544704;1.0;0.9993212223052979;235712.0;7361.0;0.9985693693161011;0.9956454634666443;0.9985693097114563;0.9956454634666443;0.9985693097114563;6.0;0.0;0.007320839911699295;1.0;0.9971387982368469;67104.0;2091.0
15;1.0;1.0;1.0;1.0;1.0;4.0;0.0;0.0005000000237487257;0.007825896143913269;1.0;0.9994569420814514;235712.0;7362.0;0.9985693693161011;0.9961389303207397;0.9985693097114563;0.9961389303207397;0.9985693097114563;4.0;1.0;0.006168357562273741;0.9995224475860596;0.998092532157898;67103.0;2093.0
16;1.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0005000000237487257;0.007012218236923218;1.0;0.9995927214622498;235712.0;7363.0;0.998092532157898;0.9944368004798889;0.9980924725532532;0.9944368004798889;0.9980924725532532;4.0;1.0;0.007677392102777958;0.9995224475860596;0.998092532157898;67103.0;2093.0
17;1.0;1.0;1.0;1.0;1.0;7.0;0.0;0.0005000000237487257;0.00781661830842495;1.0;0.9990496635437012;235712.0;7359.0;0.9985693693161011;0.9961609244346619;0.9985693097114563;0.9961609244346619;0.9985693097114563;4.0;0.0;0.00641940301284194;1.0;0.998092532157898;67104.0;2093.0
18;1.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0005000000237487257;0.006776502821594477;1.0;0.9995927214622498;235712.0;7363.0;0.998092532157898;0.9940067529678345;0.9980924725532532;0.9940067529678345;0.9980924725532532;4.0;1.0;0.006572724785655737;0.9995224475860596;0.998092532157898;67103.0;2093.0
19;1.0;1.0;1.0;1.0;1.0;1.0;0.0;0.0002500000118743628;0.00604053633287549;1.0;0.9998642206192017;235712.0;7365.0;0.998092532157898;0.9937613606452942;0.9980924725532532;0.9937613606452942;0.9980924725532532;4.0;1.0;0.006729861255735159;0.9995224475860596;0.998092532157898;67103.0;2093.0
20;1.0;1.0;1.0;1.0;1.0;3.0;0.0;0.0002500000118743628;0.006063866429030895;1.0;0.9995927214622498;235712.0;7363.0;0.9985693693161011;0.9958935379981995;0.9985693097114563;0.9958935379981995;0.9985693097114563;4.0;1.0;0.00687393406406045;0.9995224475860596;0.998092532157898;67103.0;2093.0
