epoch,accuracy,f1_beta_macro,f1_beta_micro,f1_macro,f1_micro,fn,fp,loss,precision,recall,tn,tp,val_accuracy,val_f1_beta_macro,val_f1_beta_micro,val_f1_macro,val_f1_micro,val_fn,val_fp,val_loss,val_precision,val_recall,val_tn,val_tp,learning_rate
0,0.2271246314048767,0.11554909497499466,0.22712458670139313,0.11554909497499466,0.22712458670139313,7314.0,25.0,2.6948394775390625,0.6753246784210205,0.007059462368488312,235687.0,52.0,0.042918454855680466,0.005183258559554815,0.042918406426906586,0.005183258559554815,0.042918406426906586,2007.0,1606.0,7.516226768493652,0.053066037595272064,0.042918454855680466,65498.0,90.0,0.0010000000474974513
1,0.3597610592842102,0.2104351967573166,0.35976096987724304,0.2104351967573166,0.35976096987724304,6959.0,67.0,2.2272605895996094,0.8586497902870178,0.05525387078523636,235645.0,407.0,0.18741059303283691,0.08360181748867035,0.18741054832935333,0.08360181748867035,0.18741054832935333,1964.0,188.0,4.142125129699707,0.41433021426200867,0.06342393904924393,66916.0,133.0,0.0010000000474974513
2,0.4690469801425934,0.2906661033630371,0.4690469205379486,0.2906661033630371,0.4690469205379486,6367.0,73.0,1.9391721487045288,0.9319030046463013,0.13562312722206116,235639.0,999.0,0.23700524866580963,0.11882137507200241,0.23700520396232605,0.11882137507200241,0.23700520396232605,1654.0,1238.0,11.562337875366211,0.2635336220264435,0.21125417947769165,65866.0,443.0,0.0010000000474974513
3,0.5670648813247681,0.3610491454601288,0.5670648217201233,0.3610491454601288,0.5670648217201233,5624.0,51.0,1.681950569152832,0.9715560674667358,0.23649199306964874,235661.0,1742.0,0.3824511170387268,0.2181008756160736,0.38245105743408203,0.2181008756160736,0.38245105743408203,1374.0,887.0,5.842183589935303,0.4490683376789093,0.34477826952934265,66217.0,723.0,0.0010000000474974513
4,0.6338582634925842,0.40476325154304504,0.6338582038879395,0.40476325154304504,0.6338582038879395,4755.0,39.0,1.4787428379058838,0.9852830171585083,0.3544664680957794,235673.0,2611.0,0.34525513648986816,0.19322195649147034,0.3452550768852234,0.19322195649147034,0.3452550768852234,1506.0,916.0,7.217838287353516,0.39216986298561096,0.28183117508888245,66188.0,591.0,0.0010000000474974513
5,0.6844963431358337,0.443427175283432,0.684496283531189,0.443427175283432,0.684496283531189,4137.0,37.0,1.2997264862060547,0.9886711835861206,0.43836545944213867,235675.0,3229.0,0.727706253528595,0.4812830090522766,0.7277061939239502,0.4812830090522766,0.7277061939239502,1024.0,35.0,1.0864719152450562,0.9684115648269653,0.5116833448410034,67069.0,1073.0,0.0005000000237487257
6,0.7058104872703552,0.4649944305419922,0.7058104276657104,0.4649944305419922,0.7058104276657104,3715.0,29.0,1.2245690822601318,0.992119550704956,0.49565571546554565,235683.0,3651.0,0.42966142296791077,0.23084203898906708,0.429661363363266,0.23084203898906708,0.429661363363266,1268.0,796.0,4.613517761230469,0.5101538300514221,0.3953266441822052,66308.0,829.0,0.0005000000237487257
7,0.7235949039459229,0.47738173604011536,0.7235949039459229,0.47738173604011536,0.7235949039459229,3451.0,36.0,1.1416939496994019,0.9908883571624756,0.5314960479736328,235676.0,3915.0,0.38912731409072876,0.20126238465309143,0.389127254486084,0.20126238465309143,0.389127254486084,1350.0,854.0,11.679348945617676,0.46658337116241455,0.3562231659889221,66250.0,747.0,0.0005000000237487257
8,0.7387998700141907,0.49563315510749817,0.7387998104095459,0.49563315510749817,0.7387998104095459,3134.0,24.0,1.0715175867080688,0.9943609237670898,0.574531614780426,235688.0,4232.0,0.6800190806388855,0.4381529688835144,0.6800190210342407,0.4381529688835144,0.6800190210342407,836.0,116.0,1.2765498161315918,0.9157589077949524,0.6013352274894714,66988.0,1261.0,0.0005000000237487257
9,0.757806122303009,0.5173177719116211,0.7578060626983643,0.5173177719116211,0.7578060626983643,2947.0,19.0,1.014631748199463,0.995718777179718,0.59991854429245,235693.0,4419.0,0.7386742830276489,0.5064517855644226,0.7386742234230042,0.5064517855644226,0.7386742234230042,704.0,108.0,0.9284245371818542,0.9280479550361633,0.6642823219299316,66996.0,1393.0,0.0002500000118743628
10,0.7693456411361694,0.5317142605781555,0.7693455815315247,0.5317142605781555,0.7693455815315247,2833.0,32.0,0.9717105031013489,0.9929901361465454,0.6153950691223145,235680.0,4533.0,0.6285169124603271,0.402270644903183,0.6285168528556824,0.402270644903183,0.6285168528556824,855.0,591.0,2.594813346862793,0.6775777339935303,0.5922746658325195,66513.0,1242.0,0.0002500000118743628
