epoch,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.8773062730627307,0.8773062730627307,0.6972725671820029,0.8865478382433465,0.8773062730627307,0.7022343875737487,0.8773062730627307,0.8773062730627307,0.6889957148541347,0.8757143450405264
