,accuracy,f1_beta_macro,f1_beta_micro,f1_macro,f1_micro,fn,fp,loss,precision,recall,tn,tp
0,0.9963099360466003,0.9874235391616821,0.9963098764419556,0.9874235391616821,0.9963098764419556,5.0,0.0,0.011336104944348335,1.0,0.9953874349594116,34688.0,1079.0
