epoch;accuracy;f1_beta_macro;f1_beta_micro;f1_macro;f1_micro;fn;fp;learning_rate;loss;precision;recall;tn;tp;val_accuracy;val_f1_beta_macro;val_f1_beta_micro;val_f1_macro;val_f1_micro;val_fn;val_fp;val_loss;val_precision;val_recall;val_tn;val_tp
10;0.9634808301925659;0.9029220342636108;0.9634807705879211;0.9029220342636108;0.9634807705879211;616.0;18.0;0.0010000000474974513;0.22244833409786224;0.9973404407501221;0.916372537612915;235694.0;6750.0;0.9680495858192444;0.8813588619232178;0.9680495262145996;0.8813588619232178;0.9680495262145996;123.0;3.0;0.15154722332954407;0.9984825253486633;0.9413447976112366;67101.0;1974.0
11;0.9705403447151184;0.9270637035369873;0.9705402851104736;0.9270637035369873;0.9705402851104736;511.0;16.0;0.0010000000474974513;0.1854499876499176;0.997671365737915;0.9306272268295288;235696.0;6855.0;0.9699570536613464;0.9027669429779053;0.9699569940567017;0.9027669429779053;0.9699569940567017;96.0;15.0;0.11725880950689316;0.992559552192688;0.9542202949523926;67089.0;2001.0
12;0.9808579683303833;0.955241322517395;0.9808579087257385;0.955241322517395;0.9808579087257385;387.0;7.0;0.0010000000474974513;0.1425326019525528;0.9989979863166809;0.9474613070487976;235705.0;6979.0;0.9847400784492493;0.9577595591545105;0.9847400188446045;0.9577595591545105;0.9847400188446045;42.0;14.0;0.06930607557296753;0.9932334423065186;0.9799714088439941;67090.0;2055.0
13;0.9843877553939819;0.9658366441726685;0.9843876957893372;0.9658366441726685;0.9843876957893372;293.0;12.0;0.0010000000474974513;0.11366525292396545;0.9983062744140625;0.9602226614952087;235700.0;7073.0;0.9856938719749451;0.9582098722457886;0.9856938123703003;0.9582098722457886;0.9856938123703003;39.0;2.0;0.06046660616993904;0.9990290999412537;0.9814019799232483;67102.0;2058.0
14;0.9866956472396851;0.9712353348731995;0.9866955876350403;0.9712353348731995;0.9866955876350403;251.0;10.0;0.0010000000474974513;0.10218004882335663;0.9985964894294739;0.9659245014190674;235702.0;7115.0;0.9852169752120972;0.9527802467346191;0.9852169156074524;0.9527802467346191;0.9852169156074524;36.0;12.0;0.06791912764310837;0.9942113161087036;0.9828326106071472;67092.0;2061.0
15;0.9904968738555908;0.9807605147361755;0.990496814250946;0.9807605147361755;0.990496814250946;173.0;6.0;0.0010000000474974513;0.08221815526485443;0.9991665482521057;0.976513683795929;235706.0;7193.0;0.9876013398170471;0.9656457901000977;0.9876012802124023;0.9656457901000977;0.9876012802124023;29.0;7.0;0.05230996385216713;0.9966264963150024;0.9861707091331482;67097.0;2068.0
16;0.9909041523933411;0.9810778498649597;0.9909040927886963;0.9810778498649597;0.9909040927886963;149.0;7.0;0.0010000000474974513;0.07362465560436249;0.9990310072898865;0.9797719120979309;235705.0;7217.0;0.9885550737380981;0.9707061052322388;0.9885550141334534;0.9707061052322388;0.9885550141334534;28.0;4.0;0.05111420527100563;0.9980704188346863;0.9866476058959961;67100.0;2069.0
17;0.992804765701294;0.9857778549194336;0.9928047060966492;0.9857778549194336;0.9928047060966492;110.0;5.0;0.0010000000474974513;0.06044027954339981;0.9993113875389099;0.9850665330886841;235707.0;7256.0;0.9790176153182983;0.9280027747154236;0.9790175557136536;0.9280027747154236;0.9790175557136536;56.0;15.0;0.08344335854053497;0.9927042722702026;0.9732952117919922;67089.0;2041.0
18;0.9921259880065918;0.9861206412315369;0.992125928401947;0.9861206412315369;0.992125928401947;102.0;8.0;0.0010000000474974513;0.05806319788098335;0.9988998770713806;0.9861525893211365;235704.0;7264.0;0.9871244430541992;0.9624383449554443;0.9871243834495544;0.9624383449554443;0.9871243834495544;33.0;3.0;0.05927593633532524;0.9985486268997192;0.9842632412910461;67101.0;2064.0
19;0.9937551021575928;0.9874120950698853;0.993755042552948;0.9874120950698853;0.993755042552948;91.0;5.0;0.0010000000474974513;0.049744896590709686;0.9993131756782532;0.9876459240913391;235707.0;7275.0;0.9918931722640991;0.9822036027908325;0.9918931126594543;0.9822036027908325;0.9918931126594543;23.0;0.0;0.03598206490278244;1.0;0.989031970500946;67104.0;2074.0
20;0.9936193227767944;0.9871602058410645;0.9936192631721497;0.9871602058410645;0.9936192631721497;96.0;6.0;0.0010000000474974513;0.05035213381052017;0.9991753697395325;0.986967146396637;235706.0;7270.0;0.9918931722640991;0.9824228882789612;0.9918931126594543;0.9824228882789612;0.9918931126594543;22.0;5.0;0.03860670328140259;0.9975961446762085;0.9895088076591492;67099.0;2075.0
21;0.9944338798522949;0.9887915849685669;0.9944338202476501;0.9887915849685669;0.9944338202476501;88.0;5.0;0.0010000000474974513;0.04575441777706146;0.999313473701477;0.9880532026290894;235707.0;7278.0;0.9909394383430481;0.9792464375495911;0.9909393787384033;0.9792464375495911;0.9909393787384033;21.0;8.0;0.043512098491191864;0.9961612224578857;0.9899857044219971;67096.0;2076.0
22;0.9961987733840942;0.9926515221595764;0.9961987137794495;0.9926515221595764;0.9961987137794495;64.0;6.0;0.0010000000474974513;0.03678637742996216;0.9991790056228638;0.9913114309310913;235706.0;7302.0;0.991416335105896;0.9815005660057068;0.9914162755012512;0.9815005660057068;0.9914162755012512;24.0;6.0;0.04401009902358055;0.9971140027046204;0.9885550737380981;67098.0;2073.0
23;0.996741771697998;0.9947564005851746;0.9967417120933533;0.9947564005851746;0.9967417120933533;68.0;4.0;0.0005000000237487257;0.033121999353170395;0.9994522333145142;0.9907683730125427;235708.0;7298.0;0.9904625415802002;0.9786684513092041;0.9904624819755554;0.9786684513092041;0.9904624819755554;24.0;5.0;0.04745839536190033;0.9975938200950623;0.9885550737380981;67099.0;2073.0
24;0.9963344931602478;0.9935535192489624;0.996334433555603;0.9935535192489624;0.996334433555603;50.0;3.0;0.0005000000237487257;0.030483419075608253;0.9995900988578796;0.9932120442390442;235709.0;7316.0;0.9918931722640991;0.9826626777648926;0.9918931126594543;0.9826626777648926;0.9918931126594543;20.0;4.0;0.038668662309646606;0.9980778694152832;0.9904625415802002;67100.0;2077.0
