epoch,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.996309963099631,0.996309963099631,0.9958771387342816,0.9965609860180233,0.996309963099631,0.9812409812409812,0.996309963099631,0.996309963099631,0.9876818888182526,0.9962204807799826
