epoch,accuracy,f1_beta_macro,f1_beta_micro,f1_macro,f1_micro,fn,fp,loss,precision,recall,tn,tp
0,0.9953874349594116,0.987053632736206,0.9953873753547668,0.987053632736206,0.9953873753547668,11.0,0.0,0.02347746677696705,1.0,0.9898523688316345,34688.0,1073.0
