,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.9953874538745388,0.9953874538745388,0.9969815805109922,0.9957007452427464,0.9953874538745388,0.978909978909979,0.9953874538745388,0.9953874538745388,0.9870535759869694,0.995295619613054
