epoch,accuracy,f1_beta_macro,f1_beta_micro,f1_macro,f1_micro,fn,fp,loss,precision,recall,tn,tp
0,0.9953874349594116,0.9798479676246643,0.9953873753547668,0.9798479676246643,0.9953873753547668,13.0,0.0,0.026590943336486816,1.0,0.9880073666572571,34688.0,1071.0
