epoch,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.9953874538745388,0.9953874538745388,0.9838383838383838,0.9959307093070929,0.9953874538745388,0.978909978909979,0.9953874538745388,0.9953874538745388,0.9798480270849527,0.9953235840672102
