epoch,accuracy,precision_micro,precision_macro,precision_weighted,recall_micro,recall_macro,recall_weighted,f1_micro,f1_macro,f1_weighted
0,0.9981549815498155,0.9981549815498155,0.9953512396694214,0.998296502851392,0.9981549815498155,0.9906204906204906,0.9981549815498155,0.9981549815498155,0.9924936581828079,0.9981144118746785
