,accuracy,f1_beta_macro,f1_beta_micro,f1_macro,f1_micro,fn,fp,loss,precision,recall,tn,tp
0,0.9981549978256226,0.9924936294555664,0.9981549382209778,0.9924936294555664,0.9981549382209778,4.0,1.0,0.006946806330233812,0.9990749359130859,0.9963099360466003,34687.0,1080.0
